user_id,display_name,reputation,gold_badges,silver_badges,bronze_badges,days_since_last_access,kmeans_cluster,kmeans_level,quality_score
242933,ma11hew28,127761,126,461,665,59,0,Weak,0.067656455
16406,Chris Dodd,127556,14,150,245,5,0,Weak,0.025207534
414076,Anthony Pegram,127529,28,229,252,22,0,Weak,0.030721932
214671,Matteo Italia,127522,18,219,313,5,0,Weak,0.029035731
3207,Carl Meyer,127491,21,111,117,42,0,Weak,0.024362753
1932150,Andy Prowl,127396,25,395,455,39,0,Weak,0.038488376
4851043,Benjamin Pasero,127240,15,82,56,23,0,Weak,0.020454902
131874,Clodoaldo Neto,126969,30,251,274,19,0,Weak,0.031942521
622310,Borodin,126938,9,72,146,2004,2,Average,0.083823728
2696260,M. Deinum,126921,22,236,254,5,0,Weak,0.028952365
250260,Jorgesys,126856,26,348,276,5,0,Weak,0.032716679
4376,Nathan Long,126840,105,356,468,15,0,Weak,0.054967127
58803,lhunath,126789,16,74,80,207,0,Weak,0.026814957
7714,Craig Stuntz,126673,12,257,275,77,0,Weak,0.029876758
623041,eggyal,126633,18,221,245,5,0,Weak,0.027504936
703717,Danield,126589,37,235,268,77,0,Weak,0.034829276
24587,Georg Sch&#246;lly,126532,54,225,277,6,0,Weak,0.03633877
3574081,mrry,126364,27,404,401,2150,2,Average,0.105011357
123671,mikemaccana,126348,113,442,546,6,0,Weak,0.059921212
957768,rickster,126317,26,281,337,314,0,Weak,0.042342353
3110834,Reza Aghaei,126310,18,241,448,5,0,Weak,0.032235999
48492,Steve Harrison,126306,17,90,73,18,0,Weak,0.021153899
62576,Ken White,126197,15,237,476,79,0,Weak,0.034418517
497356,Andrew Whitaker,126190,32,296,308,778,0,Weak,0.058133462
74314,Haim Evgi,126110,46,222,227,12,0,Weak,0.033551192
189179,Ben James,126103,27,196,155,1460,2,Average,0.073282565
52738,gnovice,126062,16,260,364,40,0,Weak,0.031480738
1163867,MarcinJuraszek,125998,15,201,267,178,0,Weak,0.032295707
3785314,Programmer,125983,22,255,346,2613,2,Average,0.114195758
1831,Russ Cam,125716,34,211,275,9,0,Weak,0.031512229
641955,janos,125708,31,243,253,10,0,Weak,0.0310899
1038015,Robert Longson,125416,27,273,258,5,0,Weak,0.03075006
13087,to StackOverflow,125352,34,212,345,5,0,Weak,0.032855838
3081018,Steffen Ullrich,125317,11,157,194,5,0,Weak,0.023297505
643383,Caleb,125134,19,190,282,7,0,Weak,0.027717197
1053,Ed Swangren,125116,24,189,272,20,0,Weak,0.029010299
198707,Tatu Ulmanen,125113,34,190,185,5,0,Weak,0.028926952
47529,chaos,124904,34,307,310,13,0,Weak,0.034344436
1899640,that other guy,124867,12,188,214,12,0,Weak,0.024778257
234,Orion Edwards,124772,67,249,341,49,0,Weak,0.042262916
134554,John Bode,124765,19,130,211,7,0,Weak,0.024858406
424300,Dylan Markow,124719,27,287,202,49,0,Weak,0.031159878
2144390,Gord Thompson,124709,39,252,458,5,0,Weak,0.03716562
7582247,Ted Lyngmo,124706,7,93,156,5,0,Weak,0.020132737
97160,Amro,124693,25,250,466,5,0,Weak,0.034163184
5623035,Mojtaba Hosseini,124636,45,343,331,5,0,Weak,0.0377357
1393766,Pshemo,124585,26,194,280,5,0,Weak,0.029187751
2235132,devnull,124547,33,247,234,4181,1,Strong,0.163790039
213464,YOU,124516,34,192,222,6,0,Weak,0.029713896
84889,Peter Niederwieser,124506,22,328,259,3592,1,Strong,0.144860164
1196,aku,124357,33,177,204,12,0,Weak,0.028952408
398968,Katriel,124266,19,141,173,1531,2,Average,0.072711588
355230,martineau,124145,29,181,319,1258,2,Average,0.070227181
2611,ars,124100,23,152,135,853,0,Weak,0.051431464
1679310,Radim K&#246;hler,124081,48,243,343,1692,2,Average,0.09012189
1009603,PSL,123869,21,257,243,57,0,Weak,0.03019253
15031,Jonathan Lonowski,123771,35,203,202,103,0,Weak,0.032733201
1098851,Fabrizio Calderan,123589,26,172,183,6,0,Weak,0.02653784
2603,Aaron Maenpaa,123580,11,99,108,195,0,Weak,0.026024316
58186,KooiInc,123558,33,145,181,5,0,Weak,0.027442746
1995738,klin,123527,15,242,264,5,0,Weak,0.027278221
610569,alvas,123481,118,505,810,6,0,Weak,0.067660113
3001761,jonrsharpe,123442,31,279,489,5,0,Weak,0.036452804
372643,Bruno,123375,33,279,389,6,0,Weak,0.03478266
1267329,Simeon Visser,123265,19,192,185,1264,2,Average,0.065435041
147601,Nick Heiner,123244,193,488,706,119,0,Weak,0.085393023
86989,newacct,123231,29,168,227,111,0,Weak,0.031357314
1009479,Yu Hao,123215,50,254,306,5,0,Weak,0.036214632
421195,paulsm4,122994,23,175,245,8,0,Weak,0.027242973
5056,George Mauer,122980,141,401,633,9,0,Weak,0.066804352
481267,Brian Bi,122948,13,198,355,5,0,Weak,0.027755251
38360,Aaronaught,122892,26,273,344,19,0,Weak,0.032475646
884978,creack,122772,12,101,73,187,0,Weak,0.025179404
299924,trojanfoe,122753,23,219,249,5,0,Weak,0.028147081
2756547,Artem Bilan,122676,11,103,130,5,0,Weak,0.020414342
592139,Ian Roberts,122582,17,177,191,5,0,Weak,0.024639178
775806,n. m. could be an AI,122480,14,142,269,5,0,Weak,0.024871732
1033896,hmjd,122475,21,216,259,5,0,Weak,0.027812542
1275169,P.P,122457,20,193,251,5,0,Weak,0.026920909
4620771,Nenad Vracar,122441,16,160,184,100,0,Weak,0.026904621
1093528,fge,122420,35,267,340,1016,2,Average,0.06593555
1927832,Suresh Atta,122192,38,207,315,18,0,Weak,0.032992189
3713,Spoike,122188,45,143,158,20,0,Weak,0.029883622
8954,Mkkt Bkkt,121915,40,154,177,69,0,Weak,0.030932266
1838509,agstudy,121912,18,205,265,365,0,Weak,0.038414732
1059372,Eugene,121895,17,221,336,6,0,Weak,0.02862839
123471,Seth Ladd,121865,68,206,290,1730,2,Average,0.09357489
613430,Tom Wadley,121813,2,28,30,814,0,Weak,0.040279157
134830,Richie Cotton,121739,47,254,371,417,0,Weak,0.049848826
984421,ekhumoro,121648,23,272,400,5,0,Weak,0.032370615
218589,Klaus Byskov Pedersen,121635,31,192,222,43,0,Weak,0.029836457
15239951,Corralien,121424,8,44,69,6,0,Weak,0.017034647
2035262,Aleksei Matiushkin,121376,12,109,174,7,0,Weak,0.021598568
280244,Ralph,121291,57,300,391,6,0,Weak,0.040362053
745903,leftaroundabout,121166,6,185,337,5,0,Weak,0.025288475
14357,spender,121001,36,245,371,6,0,Weak,0.034019957
3744182,dbc,120935,27,274,407,5,0,Weak,0.033362127
29995,Rob Hruska,120927,32,170,193,48,0,Weak,0.029030897
20394,Mike Samuel,120901,30,230,255,5,0,Weak,0.029829117
305644,hvgotcodes,120701,33,209,237,312,0,Weak,0.039405355
143378,hpique,120652,131,345,484,171,0,Weak,0.065021485
259038,Josh David Miller,120511,16,129,95,1680,2,Average,0.07435436
149482,Matt Joiner,120196,117,391,545,11,0,Weak,0.059035167
419,Kev,120177,53,308,396,16,0,Weak,0.03991678
575527,Joseph,120157,31,187,238,228,0,Weak,0.035761135
165495,Casebash,119993,94,257,354,11,0,Weak,0.046899692
1663001,DavidG,119973,13,233,239,5,0,Weak,0.025628514
9493,Brian,119771,29,111,114,339,0,Weak,0.034507143
135566,Devart,119681,23,172,189,11,0,Weak,0.025633453
33686,James Eichele,119542,42,183,214,301,0,Weak,0.039860557
9410,Aristotle Pagaltzis,119534,24,102,101,176,0,Weak,0.027699524
23649,jtbandes,119449,38,245,285,5,0,Weak,0.032387597
13663,Will Hartung,119444,20,134,209,272,0,Weak,0.032847799
852828,jrturton,119440,33,256,274,169,0,Weak,0.036488991
559784,Arun,119301,28,291,396,11,0,Weak,0.033688629
19299,Brian,119225,18,246,304,2641,2,Average,0.112198785
997358,peak,119222,21,185,218,5,0,Weak,0.02583447
565635,orlp,119197,39,227,325,7,0,Weak,0.033110002
1987883,Wain,119039,15,133,152,679,0,Weak,0.043386631
168657,mob,119013,18,159,291,6,0,Weak,0.026171096
3943312,Sam Varshavchik,118984,6,109,165,666,0,Weak,0.040716555
267887,Yuji &#39;Tomita&#39; Tomita,118906,32,287,247,551,0,Weak,0.048439002
2296458,Cory Kramer,118754,19,177,233,6,0,Weak,0.02550588
2767755,Arup Rakshit,118561,30,270,329,16,0,Weak,0.032310584
1744834,roman,118456,30,205,209,7,0,Weak,0.028044533
1841839,Linda Lawton - DaImTo,118434,40,229,511,8,0,Weak,0.037286787
100754,Sinan &#220;n&#252;r,118347,15,201,347,22,0,Weak,0.028022482
797,Matt Sheppard,118331,46,116,134,20,0,Weak,0.028498218
597657,Eng.Fouad,118250,75,326,431,5,0,Weak,0.045361832
4465,levik,118135,28,77,92,278,0,Weak,0.03092234
64313,cmcginty,118074,45,174,165,15,0,Weak,0.029991913
53212,thomasrutter,117945,31,154,170,7,0,Weak,0.026268569
11123,Philip Fourie,117907,11,69,84,13,0,Weak,0.018317035
18180,troelskn,117889,27,135,156,231,0,Weak,0.031787172
1734130,mvp,117730,15,132,155,5,0,Weak,0.021806755
3016153,michael.hor257k,117637,6,36,55,5,0,Weak,0.015578924
15541,leppie,117636,18,201,300,412,0,Weak,0.040002717
1384297,Andy Wilkinson,117634,25,279,259,5,0,Weak,0.029415083
184046,Legend,117632,125,287,409,1429,2,Average,0.100457379
259769,Enigmativity,117483,12,101,185,7,0,Weak,0.021142438
1463116,Collin Jackson,117432,31,229,154,473,0,Weak,0.042299407
81179,ChristopheD,117399,30,167,182,620,0,Weak,0.04601534
459897,Dr.Molle,117392,16,200,206,2252,2,Average,0.096042279
885318,i3arnon,117382,33,334,360,8,0,Weak,0.03460865
1418796,pkozlowski.opensource,117350,60,329,286,2190,2,Average,0.108381982
45433,Crescent Fresh,117289,27,158,140,240,0,Weak,0.032145679
179850,Gray,117238,24,305,360,5,0,Weak,0.031859207
63756,womp,117187,27,240,271,745,0,Weak,0.052768665
27423,Daniel Earwicker,117096,38,209,290,5,0,Weak,0.031406488
59501,StaxMan,117062,35,215,242,37,0,Weak,0.030851698
17744,Micah,117046,88,240,336,868,2,Average,0.071686185
707381,Randomblue,117015,151,364,560,610,0,Weak,0.085010111
44853,lc.,116978,21,164,190,369,0,Weak,0.036067403
38206,Brian Rasmussen,116953,34,227,325,5,0,Weak,0.031629589
89266,dfa,116742,32,193,229,1178,2,Average,0.065696015
265143,P&#233;ter T&#246;r&#246;k,116702,31,277,332,854,0,Weak,0.05916736
736079,jessehouwing,116673,23,288,386,5,0,Weak,0.031751183
878126,android developer,116668,162,797,1344,7,0,Weak,0.09432142
3234959,chi,116652,4,143,230,7,0,Weak,0.021109943
710446,apsillers,116588,18,249,250,7,0,Weak,0.026937209
572,Thomas Owens,116533,100,322,439,8,0,Weak,0.050899949
932418,L.B,116468,20,189,229,1609,2,Average,0.07660707
511529,GolezTrol,116455,19,186,216,35,0,Weak,0.025951658
60188,Anton Gogolev,116417,39,204,294,10,0,Weak,0.031676535
3418066,Paulw11,116247,15,175,213,5,0,Weak,0.023774661
493,lomaxx,116213,58,148,181,1357,2,Average,0.075136765
2802040,Paulie_D,116084,13,168,186,5,0,Weak,0.022577673
344949,ypercubeᵀᴹ,115973,19,181,249,10,0,Weak,0.025690462
1217358,Warren Weckesser,115882,20,207,224,5,0,Weak,0.025766765
1942,kemiller2002,115838,28,202,255,5,0,Weak,0.028104473
2988730,Mad Physicist,115809,29,202,292,5,0,Weak,0.029115849
1450,John Topley,115795,48,200,241,69,0,Weak,0.034262004
1385941,mnel,115791,28,269,255,1298,2,Average,0.070684491
3848,Motti,115707,56,195,277,5,0,Weak,0.034664243
350087,apneadiving,115696,26,225,215,657,0,Weak,0.048024998
478399,AlexR,115595,16,137,216,14,0,Weak,0.023444597
97828,Nadia Alramli,115587,39,176,152,4365,1,Strong,0.166508886
1714410,Shai,115496,39,259,399,21,0,Weak,0.035333291
3037257,Pranav C Balan,115420,25,173,195,14,0,Weak,0.025757137
1180620,Mark Adler,115387,15,139,185,5,0,Weak,0.022286601
1950,Jon Erickson,115356,45,140,178,5,0,Weak,0.028858081
477037,Stefan,115158,14,157,234,5,0,Weak,0.02346821
288671,Vitalii Fedorenko,115140,29,152,111,1193,2,Average,0.061882402
320726,6502,115140,17,177,278,5,0,Weak,0.02550784
105224,Andreas Dolk,114953,20,185,275,6,0,Weak,0.026292925
167735,slebetman,114894,19,148,181,5,0,Weak,0.023222597
594420,RP Niemeyer,114822,18,295,212,273,0,Weak,0.035342103
3030305,John1024,114764,15,152,183,7,0,Weak,0.022503849
198633,inspectorG4dget,114716,30,159,253,6,0,Weak,0.027466066
41021,Robin Rodricks,114580,148,420,621,55,0,Weak,0.068863227
12579,Diodeus - James MacFarlane,114551,33,164,180,204,0,Weak,0.032960504
541038,Joran Beasley,114461,13,168,187,10,0,Weak,0.022541601
1420197,Ionică Bizău,114437,96,311,491,5,0,Weak,0.05050717
880990,Olivier Jacot-Descombes,114315,14,149,202,5,0,Weak,0.022498907
2119,Can Berk G&#252;der,114200,26,135,137,6,0,Weak,0.023504935
74118,nevan king,114047,45,207,244,6,0,Weak,0.031568298
108205,jsbueno,113980,11,160,240,5,0,Weak,0.022833528
400547,Jon Hanna,113976,10,151,258,2514,2,Average,0.102642085
412770,Ani,113928,27,269,313,6,0,Weak,0.030339829
121493,Donut,113535,20,136,147,238,0,Weak,0.029693567
2586922,Luis Mendo,113347,13,80,154,5,0,Weak,0.01963538
3617886,Tholle,113335,22,209,198,5,0,Weak,0.025360426
3191,Domenic,113331,42,227,275,507,0,Weak,0.047838528
451475,zaph,113013,21,196,234,273,0,Weak,0.034113078
109305,Jesper R&#248;nn-Jensen,112984,45,124,161,8,0,Weak,0.027929174
35092,Charlie Martin,112916,27,198,268,9,0,Weak,0.027810552
290085,kjhughes,112757,31,198,276,47,0,Weak,0.030063613
9360,Peter Boughton,112670,32,125,177,3377,1,Strong,0.132553777
25050,Mr Fooz,112506,7,77,106,5,0,Weak,0.017090684
613130,xanatos,112476,13,209,297,149,0,Weak,0.029935516
21677,James,112472,32,165,177,219,0,Weak,0.03289424
651174,David542,112400,211,584,1062,48,0,Weak,0.095391472
3593996,Marcin Nabiałek,112280,43,272,300,9,0,Weak,0.033577111
66692,dirkgently,112256,16,135,190,1370,2,Average,0.065549988
613198,rsp,112234,31,210,185,266,0,Weak,0.035273475
234938,Christopher Orr,111978,27,203,196,6,0,Weak,0.026156664
318758,Joni,111829,14,151,201,191,0,Weak,0.028107624
12983,TM.,111707,34,125,129,236,0,Weak,0.031892753
1384652,Teifion,111683,76,165,196,1345,2,Average,0.07885929
184883,Andreas K&#246;berle,111664,58,281,308,434,0,Weak,0.050735853
2670892,greg-449,111590,235,112,165,5,0,Weak,0.069933349
20128,serg,111573,78,326,337,11,0,Weak,0.043320587
149080,AnApprentice,111520,203,639,1034,1469,2,Average,0.139288587
286802,michael,111508,119,259,355,3882,1,Strong,0.17460059
150634,Joseph Mansfield,111266,22,249,329,35,0,Weak,0.029702444
21632,Adam Bellaire,111199,19,153,165,1349,2,Average,0.065263137
106159,Matthew Watson,111161,12,179,301,5,0,Weak,0.02439474
256970,Cary Swoveland,111038,6,70,105,25,0,Weak,0.017135838
189205,interjay,111004,22,278,264,5,0,Weak,0.027945447
1000343,Tyler Rinker,110672,75,335,537,7,0,Weak,0.046876108
2411802,Alexander,110640,32,212,208,8,0,Weak,0.027609399
984823,Joop Eggen,110490,8,89,142,5,0,Weak,0.018073543
8155,Amy B,110463,21,140,191,301,0,Weak,0.032539453
4105,Michael Gundlach,110390,11,39,43,106,0,Weak,0.018750884
13792,ColinD,110340,30,205,205,434,0,Weak,0.040463804
466862,Mark Rotteveel,110313,242,160,233,5,0,Weak,0.0738145
282848,Andreas Rejbrand,110141,8,298,404,5,0,Weak,0.028127787
67392,Richard,110074,21,214,279,5,0,Weak,0.026542676
861716,Gert Arnold,110040,36,219,319,5,0,Weak,0.030853591
32880,Mr_Pink,110005,17,287,275,5,0,Weak,0.027123739
18511,Kip,109913,87,243,268,6,0,Weak,0.04168981
714968,mKorbel,109896,20,138,331,222,0,Weak,0.032679332
241631,Praetorian,109785,20,249,340,5,0,Weak,0.028338625
25324,pmg,109666,14,133,204,5,0,Weak,0.021577272
25222,Robert Gamble,109622,26,149,138,5,0,Weak,0.023184644
205608,O. Jones,109541,17,135,188,6,0,Weak,0.021963418
1172002,Lars Kotthoff,109490,16,210,210,5,0,Weak,0.023784846
238886,Wayne Conrad,109415,26,159,195,6,0,Weak,0.024623647
273200,Bala R,109403,23,204,212,367,0,Weak,0.036770754
370305,user370305,109355,23,167,153,6,0,Weak,0.023218494
445517,CodesInChaos,109268,26,224,268,11,0,Weak,0.027723004
6890912,blhsing,109252,9,89,133,5,0,Weak,0.017939206
304,McDowell,109249,31,207,272,3091,1,Strong,0.126568971
428790,Joris Meys,109051,31,228,266,24,0,Weak,0.029268262
107744,spencer7593,108990,15,122,148,13,0,Weak,0.020530194
387076,Gilles &#39;SO- stop being evil&#39;,108855,38,218,263,8,0,Weak,0.030017974
16363,Mark,108802,20,180,238,5,0,Weak,0.024540985
29,Michael Haren,108762,41,172,208,70,0,Weak,0.030482792
210578,David Hellsing,108708,44,181,214,13,0,Weak,0.029654059
135786,Ben Lesh,108531,47,251,233,584,0,Weak,0.050382882
846273,Gabriele Petronella,108519,21,223,238,461,0,Weak,0.040162056
44084,Andreas Grech,108470,102,304,362,47,0,Weak,0.049477141
348545,Jonathan Livni,108418,113,279,367,80,0,Weak,0.052547843
95612,Jochen Ritzel,108342,33,205,196,13,0,Weak,0.027277999
573261,RichardTheKiwi,108176,28,207,269,14,0,Weak,0.027775523
1422451,Parfait,108077,19,103,138,8,0,Weak,0.020520551
74757,Cᴏʀʏ,108046,20,169,201,7,0,Weak,0.023475428
314291,StuartLC,107995,18,225,295,5,0,Weak,0.026173779
15245,Ryan Bigg,107893,25,243,264,5,0,Weak,0.027448083
2483313,spickermann,107833,9,115,147,5,0,Weak,0.01860852
2140,Barry Wark,107814,24,183,206,48,0,Weak,0.026051058
2867928,Kasravnd,107735,19,167,195,10,0,Weak,0.023134525
188246,David Sherret,107730,28,197,190,5,0,Weak,0.025524017
1104384,Midhun MP,107611,31,158,207,295,0,Weak,0.034932022
368630,David W.,107548,40,224,350,1455,2,Average,0.078327408
768644,rzwitserloot,107530,6,74,104,5,0,Weak,0.01609589
41360,Vilx-,107506,94,294,433,5,0,Weak,0.047528611
82320,Billy ONeal,107362,62,329,566,245,0,Weak,0.051594533
98607,Martin Liversage,107326,24,216,263,5,0,Weak,0.026546974
1079354,Makoto,107112,29,200,237,17,0,Weak,0.02711716
2050455,mscdex,107022,15,201,159,1145,2,Average,0.058223986
2442099,G-Cyrillus,106922,14,116,135,10,0,Weak,0.019528088
13055,Parand,106890,49,158,188,192,0,Weak,0.035173918
142434,Stephen Canon,106884,20,192,277,641,0,Weak,0.04561632
1229023,raina77ow,106879,16,205,240,8,0,Weak,0.024066357
179125,Jordan Running,106826,18,193,189,5,0,Weak,0.023061334
410767,Tony Delroy,106782,16,189,264,44,0,Weak,0.025368537
91914,gnarf,106640,26,129,161,16,0,Weak,0.023198879
25449,Tsvetomir Tsonev,106604,5,30,34,153,0,Weak,0.018014381
2455888,haccks,106570,28,181,274,6,0,Weak,0.026854554
214010,mikera,106569,28,265,428,15,0,Weak,0.032242601
1139697,Zeta,106544,13,207,250,9,0,Weak,0.023640085
776560,Wes McKinney,106391,32,146,109,1616,2,Average,0.074674087
2545680,Max Koretskyi,106349,69,357,526,31,0,Weak,0.045959839
8815,Peter Bailey,106038,32,186,206,417,0,Weak,0.039408522
130758,devoured elysium,106006,134,358,577,10,0,Weak,0.060883829
187141,yegor256,105910,131,466,634,6,0,Weak,0.063615444
12158757,ThomasIsCoding,105804,9,38,110,5,0,Weak,0.015890242
1405065,Blckknght,105663,11,136,189,5,0,Weak,0.020116217
7595,Pablo Fernandez,105608,60,196,234,215,0,Weak,0.039994338
411591,markE,105551,11,174,184,5,0,Weak,0.02081139
5423108,Alireza,105510,27,280,173,5,0,Weak,0.026425268
104458,selbie,105448,15,109,187,5,0,Weak,0.020357999
16957,Ivan,105447,17,54,60,1473,2,Average,0.063618784
75500,Shimmy Weitzhandler,105413,127,437,646,6,0,Weak,0.062288472
75642,Robert Koritnik,105363,57,286,416,11,0,Weak,0.038629597
107049,Thomasleveil,105243,18,123,119,12,0,Weak,0.020069662
1461008,WestLangley,105131,11,288,285,5,0,Weak,0.025368045
80860,kennebec,105098,32,109,127,3138,1,Strong,0.122523897
5185595,Mayank Shukla,105079,19,163,146,19,0,Weak,0.021931903
3250829,rayryeng,104924,22,201,206,5,0,Weak,0.024237193
1686485,tymeJV,104919,14,165,158,11,0,Weak,0.020838459
98046,Jakub Troszok,104903,11,44,54,42,0,Weak,0.016324987
191596,justin,104808,14,185,227,532,0,Weak,0.039309432
298607,dawg,104753,24,143,217,6,0,Weak,0.02368134
377270,sarnold,104660,23,187,243,21,0,Weak,0.025425316
17279,zoul,104531,44,265,366,216,0,Weak,0.04061547
68183,mrblah,104531,143,319,425,5839,1,Strong,0.244096083
1811992,web-tiki,104410,33,226,258,6,0,Weak,0.028308877
6461,splattne,104398,54,206,250,97,0,Weak,0.035294539
666221,diegoveloper,104361,25,253,201,13,0,Weak,0.026098191
24054,kgiannakakis,104334,28,163,197,5,0,Weak,0.02448953
392,Dan Herbert,104327,51,193,221,5,0,Weak,0.030786942
440119,Benjamin Lindley,104266,11,210,285,6,0,Weak,0.023607198
164299,Rachel,104251,120,274,369,1308,2,Average,0.092568476
16632,hadley,104216,35,186,248,550,0,Weak,0.044966856
45664,Andrzej Doyle,104153,33,192,231,5,0,Weak,0.026933868
1285133,rdelmar,104082,13,210,222,1302,2,Average,0.063922451
369,Blorgbeard,104072,50,237,276,71,0,Weak,0.034752797
65223,KM.,104045,34,183,214,2153,2,Average,0.094938822
15861,BFree,104036,21,164,205,12,0,Weak,0.02330097
18103,skiphoppy,103955,77,182,221,14,0,Weak,0.036597219
12725,James Curran,103871,37,186,264,88,0,Weak,0.031008467
6463558,Lin Du,103814,139,341,577,5,0,Weak,0.061183975
122005,chridam,103785,26,246,243,5,0,Weak,0.026738474
608639,jww,103682,107,454,975,2222,2,Average,0.135511307
1256624,huon,103630,24,239,230,5,0,Weak,0.025842148
4482,Ben Hoffstein,103613,8,107,121,2658,2,Average,0.101516737
370103,Curtis,103584,69,280,359,373,0,Weak,0.051244462
283055,Tower,103455,132,367,526,4243,1,Strong,0.193900306
27439,Vincent Ramdhanie,103325,23,143,196,203,0,Weak,0.029086821
1426065,MattDMo,103253,21,251,239,161,0,Weak,0.030536281
544825,max,103127,15,114,178,9,0,Weak,0.02009048
398242,No Results Found,103076,38,199,232,62,0,Weak,0.02989323
1001985,McGarnagle,103037,31,236,265,5,0,Weak,0.028011735
40655,Robin Day,102962,23,122,168,7,0,Weak,0.021750557
2214,Matthew Crumley,102955,24,105,131,6,0,Weak,0.02078393
114029,Leniel Maccaferri,102795,48,382,497,5,0,Weak,0.039882462
2752075,HolyBlackCat,102780,13,184,307,5,0,Weak,0.023735714
1292848,Paul LeBeau,102734,10,173,204,6,0,Weak,0.020650321
510937,Bakuriu,102680,23,209,236,24,0,Weak,0.025579831
3501,Anders,102553,15,126,183,9,0,Weak,0.020378917
49701,Evan Fosmark,102539,36,110,118,105,0,Weak,0.026389661
53850,sykloid,102534,12,68,71,24,0,Weak,0.016539393
44984,venkatachalam,102417,31,75,77,2892,2,Average,0.112313425
5768908,Gerardo Furtado,102410,9,129,178,938,2,Average,0.048539015
939557,MadScientist,102198,10,123,152,248,0,Weak,0.026091741
385378,NikiC,102167,39,195,226,7,0,Weak,0.028030784
5311735,Evk,102154,8,156,204,50,0,Weak,0.021160603
1945651,JLRishe,102148,19,139,171,100,0,Weak,0.024137256
784387,Martin Ullrich,102129,27,271,232,5,0,Weak,0.027043135
111335,Pavel Minaev,102023,27,222,293,48,0,Weak,0.028649048
3010968,Selman Gen&#231;,102000,15,126,193,723,0,Weak,0.043239881
241536,John Dibling,101962,34,192,335,5,0,Weak,0.029090505
383609,Bojangles,101833,50,175,209,175,0,Weak,0.034996523
2509,dmckee --- ex-moderator kitten,101815,25,147,238,129,0,Weak,0.027962226
28324,Elias Zamaria,101806,34,123,153,13,0,Weak,0.023945836
298053,Brad Christie,101769,16,161,200,67,0,Weak,0.023459824
1223975,Alexander Mills,101694,167,549,940,5,0,Weak,0.079398721
20261,Ikke,101631,23,101,121,303,0,Weak,0.029534852
8435,Tom Ritter,101616,32,143,174,916,2,Average,0.053088089
3571,codeape,101610,26,180,202,5,0,Weak,0.024151649
70386,jgauffin,101339,45,245,378,16,0,Weak,0.033875351
142637,sloth,101305,21,183,224,5,0,Weak,0.023528929
12030,Nick Johnson,101172,17,131,198,6,0,Weak,0.0209746
477420,Alexei Levenkov,101155,15,138,189,8,0,Weak,0.020546974
80911,Evert,101137,18,136,221,5,0,Weak,0.021761276
4086,Ferruccio,101118,38,232,307,7,0,Weak,0.030196312
4856258,Tagir Valeev,100984,19,233,346,302,0,Weak,0.036176135
131368,ChssPly76,100939,25,210,196,9,0,Weak,0.024482626
23199,p.campbell,100933,71,265,326,10,0,Weak,0.038757584
156458,Tim,100926,152,409,653,6,0,Weak,0.066824008
340760,BrunoLM,100788,86,311,464,13,0,Weak,0.046127931
131433,bmargulies,100752,40,196,329,5,0,Weak,0.030227434
27009,Kornel,100740,38,235,323,7,0,Weak,0.030552771
427332,Tommy,100718,12,187,205,5,0,Weak,0.021118844
41956,abatishchev,100679,88,305,443,5,0,Weak,0.04572733
675383,nhaarman,100679,55,254,283,86,0,Weak,0.036410013
82156,emmby,100644,67,197,252,22,0,Weak,0.035161251
5820010,Shehata Gamal,100617,8,76,95,68,0,Weak,0.017475497
163053,Shane,100474,35,229,220,15,0,Weak,0.027768288
45,Bob,100351,30,127,131,1443,2,Average,0.067978213
123111,Kirill V. Lyadvinsky,100351,25,146,215,5,0,Weak,0.023307268
138304,Sam Harwell,100317,22,216,283,880,2,Average,0.053436795
350858,Sudhir Bastakoti,100309,15,163,169,5,0,Weak,0.0204482
1659,Mark Cidade,100255,33,231,238,2671,2,Average,0.112239029
118903,Vinay Sajip,100248,15,184,196,7,0,Weak,0.021533055
20972,Dominic Rodger,100211,37,204,219,1295,2,Average,0.068353045
576875,Arnaud Le Blanc,100205,24,212,196,281,0,Weak,0.032859748
27580,Eli,100118,21,81,84,1065,2,Average,0.051912389
145587,OneOfOne,100102,22,195,187,5,0,Weak,0.023058112
21239,Mauricio Scheffer,100067,24,197,280,140,0,Weak,0.029829474
1628832,karthikr,100066,26,208,191,1097,2,Average,0.059061704
113116,Helen,100064,18,283,355,5,0,Weak,0.027646577
158676,P Shved,100055,19,128,168,174,0,Weak,0.025912037
797495,Pedro Lobito,99898,36,274,278,45,0,Weak,0.031078352
3448419,apangin,99890,11,211,271,5,0,Weak,0.022713331
1725764,Hashem Qolami,99862,27,157,165,216,0,Weak,0.029569897
157957,IMSoP,99811,18,135,183,5,0,Weak,0.020749643
3063910,Rich Scriven,99771,11,191,252,717,0,Weak,0.044517919
865874,rodrigo,99521,13,162,205,5,0,Weak,0.020644998
128940,Beta,99482,18,159,156,212,0,Weak,0.027231138
383402,Borealid,99457,9,112,124,52,0,Weak,0.018429712
20578,Paul D. Waite,99451,57,204,276,5,0,Weak,0.032890554
21475,Cameron,99446,29,206,234,86,0,Weak,0.028354695
265521,Timmmm,99439,83,430,606,5,0,Weak,0.050620546
168225,Georg Fritzsche,99372,26,198,239,835,0,Weak,0.051443929
1857266,Didzis Elferts,99241,17,276,207,5,0,Weak,0.023995637
1329652,Kuba hasn&#39;t forgotten Monica,99203,17,168,333,5,0,Weak,0.024364575
