user_id,DisplayName,Reputation,profile_views,up_votes_given_by_user,down_votes_given_by_user,CreationDate,LastAccessDate,gold_badges,silver_badges,bronze_badges,question_count,answer_count,comment_count,total_answer_score,accepted_answer_count,bounties_earned,bio_length,has_website,Location
18515,Devin Jeanpierre,96174,4267,549,175,19-09-2008 03:50,26-07-2022 11:24,5,60,80,13,145,279,9343,54,500,66,1,"San Bruno, CA, United States"
113124,Lazer,96126,4019,2063,98,27-05-2009 12:28,25-08-2025 20:55,116,291,369,346,47,572,782,6,,0,1,
797049,Mark Reed,96111,5643,1596,416,14-06-2011 05:25,14-02-2026 15:36,17,149,189,37,1368,2272,8669,572,100,78,1,
136540,Michael Aaron Safyan,96111,10653,2869,291,10-07-2009 21:31,21-09-2025 16:17,16,140,200,13,1475,1510,8827,448,,585,1,"Pittsburgh, PA, United States"
82219,tux21b,96105,1782,508,16,24-03-2009 19:57,27-05-2024 08:32,19,121,101,10,195,140,8794,104,50,157,1,"Linz, Upper Austria, Austria"
120163,Ira Baxter,96012,32053,4744,1293,09-06-2009 22:13,12-02-2026 19:16,24,188,357,48,2350,6255,7871,661,5575,3172,1,"Austin, TX"
769265,David Wasser,95966,14607,1645,496,25-05-2011 09:20,13-02-2026 11:04,16,220,281,8,2164,6276,7400,1125,2425,314,1,"Frankfurt, Germany"
3827,Eugene Yokota,95912,7091,1783,29,31-08-2008 04:42,12-02-2026 04:39,45,219,323,42,953,346,6937,332,1075,940,1,New Jersey
916657,Niklas B.,95820,10729,4001,963,28-08-2011 17:25,02-12-2025 19:58,18,201,228,28,724,6289,8550,544,200,0,1,"Karlsruhe, Germany"
263004,Vivin Paliath,95816,11326,2253,91,31-01-2010 17:46,11-02-2026 00:03,42,231,302,155,1206,2145,7306,499,300,735,1,"Chandler, AZ"
26210,Andrew Moore,95810,8924,557,248,08-10-2008 16:37,09-05-2025 14:19,30,167,176,9,572,828,9327,295,,595,1,Canada
372,Jon Limjap,95793,8299,2802,194,05-08-2008 09:16,17-03-2025 11:58,15,104,153,13,436,349,9405,71,,594,1,"Manila, Philippines"
95589,Eric,95771,4924,1119,79,24-04-2009 16:14,12-02-2026 21:10,13,117,116,1,585,612,9195,275,350,0,1,Vermont
10320,dreamlax,95732,6171,2164,469,15-09-2008 22:24,12-02-2026 04:54,31,166,211,45,967,2948,8194,365,225,18,1,"Wellington, New Zealand"
13161,mattshane,95683,4641,0,0,16-09-2008 17:25,23-01-2009 19:46,3,20,5,1,0,0,,0,,0,1,"Athens, GA"
2073595,dano,95618,5491,1660,275,14-02-2013 21:07,13-02-2026 21:32,21,235,231,1,1002,2300,8227,760,1700,32,1,Massachusetts
634419,Anomie,95544,2624,255,25,25-02-2011 15:51,14-02-2026 14:35,13,130,145,4,832,486,8442,437,3575,702,1,planet Earth
17833,Anya Shenanigans,95449,5215,208,21,18-09-2008 15:18,13-02-2026 13:29,3,116,126,0,869,2293,8664,511,725,90,1,"Dublin, Ireland"
196561,osgx,95421,6832,6756,181,26-10-2009 10:50,02-07-2023 01:58,58,392,531,236,974,3452,6140,475,4200,108,1,
91757,Frerich Raabe,95409,3318,1491,66,16-04-2009 17:54,02-02-2026 21:01,20,129,219,181,714,1806,5209,222,,170,1,"Hamburg, Germany"
506796,Tenfour04,95346,7567,2584,220,13-11-2010 15:23,04-02-2026 02:57,14,127,183,109,3334,10262,6657,1939,800,85,1,
1226894,Baba,95292,8422,1161,83,22-02-2012 21:17,02-02-2026 19:51,29,172,222,14,1537,2469,7710,694,5150,335,1,Online
1631193,Gabe Sechan,95270,15516,790,4845,28-08-2012 18:38,14-02-2026 16:27,9,93,137,23,4973,10222,6440,1784,825,441,0,"New York, NY, United States"
42973,Eric O. Lebigot,95125,11047,3678,379,03-12-2008 20:48,26-01-2026 21:32,49,224,263,95,523,2024,6669,170,50,1768,1,"Paris, France"
661853,drewag,95113,3114,336,40,16-03-2011 04:53,17-12-2025 19:02,28,142,131,36,430,606,8649,241,100,564,1,"San Francisco, CA"
400654,user400654,95104,30446,4146,41444,23-07-2010 20:34,14-02-2026 23:42,16,168,188,7,2307,23771,11104,1372,400,25,1,
417501,fuz,94993,10786,6705,748,11-08-2010 16:34,15-02-2026 00:50,27,218,393,156,1412,10770,7253,770,100,394,1,"Berlin, Germany"
5726027,Gyan,94892,10721,629,8,29-12-2015 07:56,13-02-2026 04:16,11,201,230,0,2124,5186,7136,1455,550,358,1,India
267831,AP257,94841,1485,7,2,08-10-2009 15:56,05-04-2011 20:55,89,208,265,265,9,247,488,5,,,0,
142822,KV Prajapati,94819,10125,2436,3183,22-07-2009 13:09,08-12-2025 16:02,20,151,188,1,2357,1878,7967,890,,167,1,"Ahmedabad, Gujarat, India"
283863,Derek 朕會功夫,94796,18957,4177,1485,01-03-2010 19:39,26-01-2026 21:45,45,199,255,246,907,4735,5920,401,50,312,1,United States
92313,Daniel Vandersluis,94744,2617,1612,23,17-04-2009 19:50,09-12-2025 20:47,23,174,158,58,432,508,10510,208,,237,1,"Toronto, ON, Canada"
747579,Abdennour TOUMI,94730,12679,945,45,10-05-2011 20:44,06-02-2026 19:26,42,271,274,198,905,959,7449,210,,5950,1,Tunisia
211116,Spacedman,94712,9851,620,1489,14-11-2009 18:45,12-02-2026 20:55,12,148,232,50,1694,3919,7469,850,250,381,1,"Lancaster, United Kingdom"
714969,Kevin Bowersox,94697,11127,2483,9,19-04-2011 10:05,05-09-2025 19:27,19,164,198,50,2269,2529,7887,827,,0,1,"Mechanicsburg, PA, United States"
2310830,RiggsFolly,94687,32213,2769,33763,23-04-2013 10:19,30-09-2025 14:11,22,108,152,1,4227,39532,6442,1947,50,425,1,U.K.
589259,Maarten Bodewes,94669,26223,7806,3462,25-01-2011 15:57,14-02-2026 01:00,15,170,289,35,3458,14907,7457,1597,875,1851,1,Doggerland II
479989,Ben Jackson,94668,3824,2841,123,19-10-2010 02:36,22-01-2026 01:31,9,103,154,21,709,692,8779,243,1500,94,1,"Bellevue, WA"
1426056,waitingkuo,94640,3382,208,23,30-05-2012 12:47,15-06-2025 10:15,28,119,122,66,239,227,8402,104,,0,1,Taiwan
496488,eipi10,94636,4846,5605,4,03-11-2010 21:06,09-02-2026 22:25,28,220,300,31,1581,2860,7263,979,575,55,1,California
2630078,Kirk Larkin,94571,5060,1075,847,29-07-2013 11:20,03-02-2026 10:59,17,236,214,2,697,1884,8120,620,4000,39,1,"England, UK"
2274212,lena,94517,5478,329,77,12-04-2013 11:33,02-02-2026 09:18,11,156,161,0,2191,2157,7529,1223,50,149,1,"S-Petersburg, Russia"
81205,zombat,94516,3457,2591,419,23-03-2009 01:02,22-08-2025 15:25,25,158,165,7,743,505,8626,336,150,69,1,"Victoria, Canada"
496803,thelatemail,94356,8966,13471,2311,04-11-2010 04:40,05-02-2026 03:15,12,140,197,17,2018,8026,7850,924,150,81,1,"Brisbane QLD, Australia"
168986,Clifford,94351,13728,916,210,05-09-2009 12:19,13-02-2026 23:29,14,93,176,17,3235,10759,7830,972,,44,1,United Kingdom
1587046,Alexis C.,94322,13722,1526,227,09-08-2012 09:19,04-02-2026 09:26,22,173,179,8,1079,3722,8517,539,,660,1,"Lausanne, Switzerland"
8454,Andy Lester,94285,8915,8871,1460,15-09-2008 16:04,12-02-2026 20:20,16,106,162,11,1073,3498,9003,232,,820,1,"Palatine, IL"
598696,Vittorio Romeo,94216,10068,1627,2052,01-02-2011 16:09,14-02-2026 15:36,37,278,451,318,1115,1868,6387,631,,81,1,Italy
670396,elclanrs,94166,7419,2380,646,22-03-2011 00:58,17-12-2025 06:28,21,137,171,62,1788,8305,8031,682,,,0,
3349551,Pரதீப்,94114,9258,2513,924,25-02-2014 04:34,25-10-2025 06:44,21,144,179,85,3282,5499,6826,1548,500,1753,1,"Chennai, India"
331508,Brock Adams,94096,13841,5294,2898,03-05-2010 14:54,08-10-2019 02:52,23,244,315,13,1471,2889,7532,1037,1400,0,1,
2443,Allain Lalonde,94068,5581,1684,110,22-08-2008 10:53,02-02-2026 19:28,72,190,239,184,293,359,3019,65,,158,1,"Ottawa, Canada"
2915,Adam Davis,93982,10042,1803,0,25-08-2008 23:15,15-03-2024 19:12,61,273,334,102,522,629,5893,149,350,290,0,"Saline, MI, USA"
860099,Kamil Kiełczewski,93931,13481,7434,0,24-07-2011 09:22,06-02-2026 23:46,34,402,375,137,1347,1418,7937,265,150,236,1,"Poznań, Poland 👫💖🚀🌔👽"
11333,Boris Callens,93885,3814,1084,21,16-09-2008 07:13,31-01-2026 13:12,87,212,312,379,110,1139,305,22,50,174,1,"Antwerp, Belgium"
201078,iCollect.it Ltd,93872,10720,2655,1110,02-11-2009 16:44,10-07-2025 14:08,26,189,210,114,2294,7816,7263,1238,1000,1234,1,United Kingdom
405143,David Tang,93859,4098,1693,62,28-07-2010 23:55,10-10-2018 18:59,32,169,149,8,609,753,8539,342,200,317,1,Australia
224922,never_had_a_name,93778,3463,1020,35,04-12-2009 16:51,19-10-2010 20:23,108,279,393,527,1,450,-2,0,,0,0,
1154350,Fizer Khan,93777,2300,604,9,17-01-2012 16:10,05-02-2026 07:49,30,149,156,89,234,262,2462,40,,769,1,Chennai
176769,karlphillip,93736,16392,5966,404,21-09-2009 20:07,14-02-2026 13:56,38,254,450,55,1575,3016,6916,613,4450,1153,1,Portugal
61164,Erik Funkenbusch,93670,8790,538,483,01-02-2009 09:57,09-02-2023 09:31,29,202,292,132,2483,6518,6315,976,475,220,1,"Las Vegas, NV, USA"
626273,stema,93584,3226,4427,1086,21-02-2011 09:13,12-02-2026 15:05,20,110,138,12,1173,1280,8399,561,50,670,1,"Calw, Germany"
422597,Colin Hebert,93539,4115,533,1,17-08-2010 08:19,13-02-2022 10:15,16,164,154,0,705,652,9138,261,200,0,1,
2538939,Code Different,93454,5265,1830,2591,01-07-2013 12:17,14-02-2026 18:38,16,154,175,10,2422,2288,7295,1232,475,34,1,"Toronto, ON, Canada"
3853934,Michał Perłakowski,93437,14146,2509,3864,18-07-2014 17:18,23-12-2024 18:53,30,165,189,33,764,1129,8679,363,900,427,1,"Gdańsk, Poland"
791998,Petar Ivanov,93428,6013,777,35,10-06-2011 02:12,30-09-2025 21:59,11,85,95,7,805,281,8836,245,250,,0,"Redwood City, CA"
59541,Nate Cook,93396,4426,1044,149,27-01-2009 21:56,14-12-2022 20:16,32,221,178,7,571,594,9051,351,550,0,1,"Evanston, IL"
119895,Macarse,93351,11772,4570,66,09-06-2009 15:03,12-02-2026 15:48,44,177,234,111,693,633,4283,236,975,239,1,"Chicago, IL, United States"
901048,Blazemonger,93340,8194,4370,879,18-08-2011 16:52,28-07-2025 16:18,28,147,181,25,1615,5931,8744,769,50,156,1,"Round Lake, Illinois, United States"
165520,Prasoon Saurav,93290,17516,4371,151,30-08-2009 05:59,09-02-2026 06:48,51,245,348,98,720,1037,9915,225,700,637,1,"Bangalore, India"
238134,deamon,93252,2280,1237,84,24-12-2009 08:49,25-09-2025 08:41,117,334,461,409,156,533,1877,45,,0,1,
383759,Hailwood,93231,3490,707,30,05-07-2010 14:11,15-05-2024 01:42,113,277,425,565,155,845,469,61,0,93,1,New Zealand
2635,mmcdole,93225,8188,1683,508,23-08-2008 19:46,28-08-2025 00:46,61,190,224,66,88,486,2388,38,,0,1,United States
567751,sandeep,93203,5697,1031,175,08-01-2011 04:06,14-01-2026 07:37,24,141,156,22,1125,766,8448,542,350,82,1,India
3185459,RomanPerekhrest,93160,7702,1977,901,11-01-2014 16:23,10-01-2026 22:41,4,76,113,1,4664,7393,6556,1743,50,609,1,"Kyiv city, Ukraine"
1966109,Imanou Petit,93137,2514,1599,7,10-01-2013 09:11,14-02-2026 12:45,31,270,224,13,353,187,9131,76,500,0,1,"Paris, France"
19746,Piskvor,93110,12992,9876,1251,20-09-2008 19:31,01-02-2026 08:18,46,182,226,41,1025,3285,7694,358,50,0,1,
625403,amalloy,93093,6890,4236,895,20-02-2011 17:00,13-02-2026 10:47,8,150,216,24,1486,3021,7999,694,300,182,1,"Mountain View, CA, United States"
161801,asmeurer,93092,6188,3602,90,24-08-2009 03:07,12-01-2026 20:18,29,183,257,79,782,1449,7353,359,950,382,1,Albuquerque
429,Patrick,93086,3633,253,140,05-08-2008 16:44,04-02-2026 07:38,11,54,62,6,80,34,9481,11,50,0,1,"San Francisco, CA"
496445,jdi,93055,5101,1265,208,03-11-2010 20:29,01-02-2026 03:53,20,174,209,35,1034,3004,8092,587,1050,257,1,"Wellington, New Zealand"
7111561,derHugo,93046,11053,756,7412,03-11-2016 18:20,14-02-2026 19:04,9,94,141,39,4138,15030,5597,2309,850,455,0,
1920232,peterm,92998,6358,532,56,20-12-2012 23:15,19-05-2024 01:19,16,158,162,1,2261,2610,7079,1406,,620,1,"Washington DC-Baltimore Area, United States"
379235,daydreamer,92961,3924,2220,13,29-06-2010 16:45,08-04-2025 23:33,204,478,754,947,189,795,1449,92,,245,1,Remote
597607,Bo Persson,92941,30893,8881,3808,31-01-2011 22:45,19-10-2018 10:04,31,154,211,1,1985,8389,8434,663,50,248,1,"Malmö, Sweden"
35690,Senseful,92828,2232,3253,208,08-11-2008 02:35,05-02-2026 22:55,74,340,499,352,411,537,5526,122,200,,0,United States
400056,DarkDust,92752,8387,4402,630,23-07-2010 08:52,13-02-2026 17:02,19,199,231,20,1452,2633,8094,667,50,226,1,"Munich, Germany"
361684,gilly3,92735,3540,2268,97,08-06-2010 18:10,11-02-2026 07:19,26,148,179,35,1198,1552,7861,559,1575,843,1,"Bothell, WA"
227299,Ruan Mendes,92721,10055,3892,1265,08-12-2009 17:00,11-02-2026 14:09,31,163,225,57,1960,9321,7522,812,25,710,1,"Boston, MA"
128967,Naftuli Kay,92700,7012,711,26,25-06-2009 17:20,08-02-2026 22:40,108,290,432,550,121,644,1644,64,,0,1,"Los Angeles, CA"
8446,Roger Lipscombe,92674,7182,1273,511,15-09-2008 16:03,07-02-2026 15:29,60,257,404,310,713,1602,4474,285,525,368,1,"London, United Kingdom"
3874623,Mark,92673,8149,1832,3433,24-07-2014 20:25,19-08-2025 05:34,8,116,156,30,2815,6936,6825,1531,350,45,1,USA
82609,Sebastien Lorber,92618,9605,2071,46,25-03-2009 14:20,18-12-2025 15:03,76,302,432,334,433,1112,6484,93,250,515,1,"Paris, France"
3001626,David Arenburg,92486,25304,6634,1889,17-11-2013 13:11,13-02-2026 14:17,19,145,202,17,1633,8918,7841,849,600,3358,1,"Jerusalem, Israel"
1380918,hexacyanide,92453,5614,1607,1024,08-05-2012 00:33,14-03-2025 06:00,31,168,162,55,414,413,8030,258,400,0,1,
77779,Yishai,92411,7858,3312,37,13-03-2009 15:49,12-01-2026 17:17,31,195,266,85,935,905,8265,278,275,0,1,"Brooklyn, NY"
192247,missingfaktor,92396,10740,8329,310,19-10-2009 06:21,10-01-2026 18:44,63,290,370,172,517,1142,5719,159,,742,1,"London, United Kingdom"
46914,Soviut,92378,6432,2689,235,17-12-2008 03:40,12-02-2026 23:00,54,211,285,168,1118,2059,6154,375,,0,1,"Toronto, Canada"
238978,Emil Vikström,92348,5171,4620,1075,26-12-2009 22:22,22-04-2024 15:32,17,145,178,5,1341,1480,8387,532,,35,1,"Göteborg, Sverige"
179467,Juri Glass,92304,1990,171,30,26-09-2009 12:09,07-08-2021 05:35,8,36,47,15,39,34,135,13,50,0,0,"Berlin, Germany"
287586,dan04,92245,4739,13360,456,06-03-2010 04:22,14-02-2026 00:29,23,169,206,26,744,1288,8674,215,,0,1,"Houston, TX"
1065241,zzzz,92195,5076,173,61,25-11-2011 08:29,16-09-2013 08:36,17,184,140,0,448,327,8769,193,,0,1,
166712,Anthony Forloney,92086,5645,4376,13,01-09-2009 16:20,11-02-2026 22:38,14,119,116,16,360,1393,8730,173,,32,1,"Boston, MA, United States"
4435,Jimmy,91982,4872,2169,474,03-09-2008 18:46,05-02-2026 15:25,19,123,139,22,498,609,8668,163,75,483,1,"New York, NY, United States"
140816,João Silva,91915,4764,1147,0,18-07-2009 23:26,31-05-2024 22:04,29,156,158,12,847,675,8819,457,,0,1,"Geneva, Switzerland"
392044,Mike Christensen,91856,6561,5893,1571,14-07-2010 20:36,14-02-2026 19:11,52,224,349,308,796,3669,5773,385,,294,1,"Redmond, WA"
172350,Jake Wilson,91843,4191,568,70,12-09-2009 01:08,21-01-2025 15:46,97,263,371,381,169,802,2558,51,,0,1,"Fort Collins, CO"
616700,Erik,91832,4484,335,41,14-02-2011 19:01,04-07-2025 13:28,13,204,192,0,1068,1068,9765,500,900,435,1,"Oslo, Norway"
1897,Imran,91805,3608,1436,19,19-08-2008 07:54,04-08-2025 04:37,26,101,132,32,211,99,4938,61,,0,1,Australia
42139,jeroen,91798,7992,10224,8709,01-12-2008 14:07,11-02-2026 15:23,22,118,133,28,3140,8672,6737,1307,50,654,1,"Amersfoort, Netherlands"
372239,Toto,91769,11139,6431,1096,21-06-2010 14:26,14-02-2026 10:00,63,97,135,5,4078,6649,6363,1657,150,0,1,Paris
1073107,dash,91760,3175,743,34,30-11-2011 10:19,22-05-2018 09:43,4,55,72,1,322,1447,9747,185,550,219,1,
90801,Arthur Ulfeldt,91705,4332,1582,109,14-04-2009 19:50,08-09-2024 17:16,30,205,285,109,1302,1029,6336,565,50,1577,1,"Santa Cruz, CA"
497043,Chris Morgan,91650,7517,1364,429,04-11-2010 10:21,12-06-2025 11:50,28,218,221,21,778,2455,8183,443,325,95,1,Australia
9513184,Unmitigated,91612,7595,16734,268,18-03-2018 19:33,15-02-2026 00:53,12,104,109,0,4002,4698,6108,1903,550,69,1,
296974,glglgl,91590,8261,13447,1020,18-03-2010 22:31,13-02-2026 15:02,13,157,230,30,2059,4275,8008,649,50,1668,1,"Blieskastel, Saarland, Germany"
28835,too much php,91580,8169,1516,47,17-10-2008 06:48,14-06-2022 13:29,37,133,140,30,390,238,5722,112,100,0,1,"Brisbane, Australia"
711085,ninjagecko,91573,4020,1276,369,16-04-2011 11:17,10-01-2026 08:49,24,144,153,7,654,981,9122,163,100,0,0,
359307,Kurt Pfeifle,91550,9572,2269,48,05-06-2010 17:12,19-08-2025 15:59,24,271,358,3,919,1545,8294,365,825,1572,1,Germany
115,UnkwnTech,91543,5154,2888,421,02-08-2008 05:44,20-11-2025 03:43,68,192,234,132,243,436,2447,49,,86,1,"Madison, Wisconsin, United States"
39975,Dustin,91528,4364,697,116,22-11-2008 20:59,01-12-2023 06:18,21,115,133,21,401,502,8970,113,50,13,1,United States
795990,Anand S Kumar,91515,14263,3017,1001,13-06-2011 13:26,14-11-2025 05:52,18,196,179,2,1845,3180,8043,1130,,228,1,"Thiruvananthapuram, India"
339637,Ken Chan,91510,4175,1518,69,06-03-2010 05:39,11-02-2026 13:35,26,157,189,32,1325,876,7194,745,4500,337,1,Hong Kong
2548,Fionnuala,91476,17174,2516,396,22-08-2008 19:13,06-11-2017 20:38,7,121,155,1,3098,7932,6744,1556,350,724,1,Ireland
236398,hackbod,91451,26210,22,22,21-12-2009 21:57,16-10-2019 21:16,16,143,154,0,566,419,8426,264,1900,42,1,
11343,CharlesB,91364,11546,6254,715,16-09-2008 07:16,04-02-2026 13:24,29,203,228,25,657,1557,8361,302,650,0,1,France
267269,Praveen,91355,6752,927,23,05-02-2010 17:08,20-07-2022 16:15,74,181,219,175,141,287,3656,56,,47,1,"Chennai, India"
179715,jamesdlin,91274,6953,2674,1278,27-09-2009 09:51,14-02-2026 05:26,14,186,226,39,1611,7111,7651,826,100,667,1,"California, USA"
3585796,Phil Dukhov,91261,13469,1481,434,29-04-2014 14:50,03-02-2026 08:57,22,277,302,13,1024,2207,7202,765,6625,128,1,
561309,laurent,91249,5671,2849,961,03-01-2011 13:52,06-02-2026 14:08,83,311,445,330,868,1428,4618,389,50,0,1,"London, United Kingdom"
9161,Chris B.,91232,2471,1133,58,15-09-2008 17:54,31-01-2026 14:13,26,103,143,125,141,267,7822,51,,74,1,"New York, New York, United States"
85360,Brandon Rhodes,91167,9076,5108,1006,31-03-2009 21:15,15-02-2026 00:17,16,110,149,21,391,499,8590,169,450,0,1,"Bluffton, OH"
2408867,Lukas Kalbertodt,91154,6647,1548,106,22-05-2013 09:29,12-02-2026 15:07,34,279,338,103,425,767,7538,298,350,108,1,"Bremen, Germany"
1891677,tao,91143,8161,1617,3302,10-12-2012 12:55,10-02-2026 15:32,18,138,176,42,2233,6799,6497,1408,2925,1387,1,Ireland
48465,Jader Dias,91121,5420,2741,68,22-12-2008 20:24,25-02-2025 06:08,160,437,636,650,219,1004,1503,75,,61,1,"Amsterdam, Netherlands"
1312143,Ken Thomases,91031,4970,1038,139,04-04-2012 06:52,14-12-2020 13:54,7,126,165,0,2237,3896,6574,1370,4175,0,1,
13430,Evan Teran,91011,5764,3349,125,16-09-2008 19:01,14-02-2026 02:17,34,188,247,90,535,1498,10399,201,100,145,1,"Virginia, USA"
14731,Gili,90970,6723,2501,125,17-09-2008 02:21,13-02-2026 01:13,109,420,733,575,409,1708,3689,187,50,60,1,Canada
30038,Vlad Bezden,90843,3996,722,18,21-10-2008 17:30,25-09-2024 17:16,27,261,190,29,675,247,8693,97,,196,1,"Medford, NJ, United States"
7297700,David Browne - Microsoft,90790,14006,1887,349,14-12-2016 16:23,13-02-2026 01:43,7,53,87,0,4383,5796,5934,1985,1425,0,1,"Dallas, TX, United States"
86463,harto,90653,1849,479,81,02-04-2009 22:56,02-07-2019 03:12,9,49,62,16,130,171,8936,35,,57,1,San Francisco
110707,Wooble,90620,14951,2534,22560,21-05-2009 19:20,14-01-2026 17:24,12,111,132,1,658,3757,8552,287,,0,1,"Pittsburgh, PA"
422,Chris Bunch,90599,2874,1882,17,05-08-2008 15:11,23-05-2024 18:26,37,130,128,48,174,83,6088,66,,1044,1,"Mountain View, CA"
632951,Pacerier,90527,16366,14721,8,24-02-2011 19:10,04-06-2025 06:29,112,387,651,454,140,5826,4096,16,50,172,1,San Francisco / Singapore
39992,strager,90398,5303,4541,163,23-11-2008 00:10,14-02-2026 23:54,27,139,181,42,713,2031,8570,212,200,127,1,"California, United States"
3776858,Cyrus,90383,8724,1189,969,25-06-2014 20:23,14-02-2026 17:42,15,112,173,0,2525,9600,6820,1390,300,343,1,
23072,Uri,90143,10618,1216,73,27-09-2008 21:54,18-09-2018 16:52,51,228,325,143,944,684,5097,174,,1042,1,"Pittsburgh, PA"
457406,Matthias Bauch,90137,4570,2052,954,24-09-2010 14:36,26-06-2025 12:48,20,228,249,22,1255,1928,7604,768,50,253,1,Germany
2606013,Harry,90127,9242,3296,909,22-07-2013 07:59,25-05-2017 01:23,26,216,225,2,1303,5527,7404,1015,850,1278,1,"Chennai, Tamil Nadu, India"
18255,Cade Roux,90115,10775,4803,255,18-09-2008 21:09,17-12-2025 21:18,42,186,268,109,1986,1506,7209,536,,77,1,"New Orleans, LA, United States"
2255089,Casimir et Hippolyte,90084,9693,3926,3087,07-04-2013 17:31,14-02-2026 08:46,5,102,131,0,3749,7834,6671,1546,375,303,1,
4465208,zsmb13,90058,5097,652,314,17-01-2015 16:54,09-02-2026 12:05,12,237,239,13,737,559,8210,475,50,0,1,"Budapest, Hungary"
8172857,Boussadjra Brahim,90041,11478,2504,1646,16-06-2017 16:22,10-02-2026 10:53,19,163,183,15,2229,3748,6528,1467,1150,435,1,Algeria
25068,Tom Lehman,89863,3501,662,7,04-10-2008 05:42,27-03-2025 16:52,72,207,281,321,27,279,98,15,,85,1,"New York, NY"
22364,Markus Jarderot,89761,6652,540,2,25-09-2008 20:10,07-02-2026 17:27,23,141,143,4,781,582,8591,384,500,162,1,"Kiruna, Sweden"
180784,Felix,89746,3929,434,55,28-09-2009 22:58,23-01-2026 15:05,44,152,169,83,357,511,5778,126,400,21,1,"London, United Kingdom"
981049,Michael Dautermann,89732,9710,4855,372,05-10-2011 19:10,11-02-2026 15:11,18,174,224,16,2528,3936,6971,1143,675,107,1,"Royal Oak, MI"
11834,moonshadow,89721,2377,673,35,16-09-2008 11:39,03-08-2024 10:07,7,87,122,15,381,241,8492,129,100,140,1,"Cambridge, United Kingdom"
76701,Ram Rachum,89715,3649,680,139,11-03-2009 15:16,08-02-2026 20:50,88,258,391,433,66,655,176,35,50,33,1,"Tel Aviv, Israel"
160173,David Murdoch,89662,7799,1843,408,20-08-2009 16:03,08-02-2026 17:54,40,155,192,132,215,785,5914,75,825,0,1,"Orlando, United States"
9859,rampion,89618,4996,8681,72,15-09-2008 20:13,13-02-2026 20:14,49,209,321,268,666,1193,6100,314,675,210,1,"Washington, DC"
722121,Gareth Latty,89601,5317,896,893,23-04-2011 21:03,07-02-2026 09:13,18,184,187,6,855,3818,8413,422,,283,1,"Cambridge, United Kingdom"
1338,Jason,89562,14629,6,99,14-08-2008 15:10,13-02-2026 23:18,15,137,151,39,3082,19162,5671,1778,,93,1,"Houston, TX"
31569,Richard Garside,89525,2898,3022,52,26-10-2008 09:43,15-01-2026 16:15,12,88,98,58,138,264,1095,49,,1059,1,"Leeds, United Kingdom"
8283848,JPG,89500,9070,2995,2602,10-07-2017 12:56,14-02-2026 20:25,24,164,236,82,1736,4675,5867,1189,7625,99,1,"Kochi, Kerala, India"
2998271,har07,89485,3898,1857,191,16-11-2013 00:20,26-01-2026 22:15,12,87,143,10,3354,3215,5398,2164,650,38,1,"Jakarta, Indonesia"
251173,Buhake Sindi,89473,11836,551,67,14-01-2010 23:54,07-02-2026 05:43,30,177,234,75,1447,2908,7347,396,,2158,1,South Africa
3937,Lou Franco,89387,6493,3310,25,01-09-2008 00:31,07-04-2025 20:48,14,138,200,19,1810,1749,7784,610,75,337,1,"Sarasota, FL, USA"
441757,sideshowbarker,89360,24861,27630,21858,07-09-2010 19:14,08-01-2026 21:50,30,220,217,7,634,3242,8552,516,600,73,1,"Tokyo, Japan"
456584,user456584,89355,3086,5674,23,23-09-2010 19:46,17-03-2025 11:02,16,80,108,73,43,124,290,11,,,0,
292291,Jiew Meng,89337,5676,790,1,12-03-2010 10:53,05-08-2025 10:14,194,535,847,1164,87,1091,259,54,,64,1,"Singapore, Singapore"
1201032,flodel,89315,4414,2123,193,10-02-2012 01:23,28-01-2024 01:56,21,191,225,19,1000,1763,6996,666,350,0,1,"Atlanta, GA"
6946,Anurag Uniyal,89289,4934,350,89,15-09-2008 12:52,24-12-2022 04:25,41,181,223,83,708,761,5824,246,800,107,1,"Palo Alto, CA, USA"
168175,Flexo - Save the data dump,89132,27703,5170,8978,03-09-2009 21:34,14-02-2026 04:34,22,205,286,38,968,3588,7333,523,1425,54,1,
15880,Powerlord,89051,10334,939,78,17-09-2008 13:19,11-02-2026 04:23,17,131,179,6,1144,2661,8217,285,250,0,1,
249341,Hooked,88998,3814,6638,59,12-01-2010 22:44,08-02-2026 16:21,46,198,272,159,412,867,7144,172,100,189,1,
1413395,πάντα ῥεῖ,88910,42954,9093,93817,23-05-2012 18:53,07-10-2024 17:29,13,126,200,35,2685,29969,7083,1078,350,297,1,"Rosenheim (Bavaria), Germany"
637853,Thomas,88905,8057,1711,112,28-02-2011 14:49,22-10-2024 14:15,13,127,162,42,2194,11075,7245,911,300,305,1,Germany
97248,pts,88845,4544,5359,16,28-04-2009 17:44,12-02-2026 02:58,26,117,203,184,717,1721,5498,260,150,984,1,"Zurich, Switzerland"
889949,DaveRandom,88826,11032,1855,389,15-12-2010 15:05,09-12-2025 11:11,11,161,174,12,1453,5432,5867,765,650,73,1,"Manchester, Europe"
365496,bames53,88816,4115,1592,277,13-06-2010 02:51,11-02-2026 19:17,15,191,255,10,1252,2878,8200,505,600,899,1,
60096,Andy White,88811,4933,5035,153,29-01-2009 07:42,12-09-2025 05:57,48,179,212,77,694,452,5052,169,50,46,1,"Erie, CO"
